incident_id,date,time,province,district,road_type,latitude,longitude,weather,visibility_meters,temperature_c,wind_speed_kmh,lighting,road_condition,surface_material,number_of_lanes,speed_limit_kmh,road_curvature,road_gradient,median_type,shoulder_available,num_vehicles,vehicle_types,vehicle_avg_age_years,overloading_detected,driver_age,helmet_usage,seatbelt_usage,mobile_phone_suspected,alcohol_drug_suspected,speed_at_impact_kmh,evasive_action,accident_cause,collision_type,impact_point,num_collisions,traffic_volume_per_hour,peak_off_peak,distance_to_hospital_km,expected_response_min,fatalities,serious_injuries,minor_injuries,property_damage_level,severity
PK-2024-01525,2024-10-13,22:25,Punjab,Gujranwala,Urban,30.1361,74.1005,Clear,1358,25.5,6.3,Street-lit,Construction,Concrete,1,60,Sharp,Uphill,None,Yes,3,Car;Bus;Car,8.0,No,29,No,Yes,No,No,70,None,Signal Violation,Side-swipe,Rear,1,751,Off-peak,17.8,24.8,0,0,0,Minor,Low
PK-2024-01526,2024-03-02,01:44,Balochistan,Turbat,Urban,28.8741,65.9084,Rain,33,28.4,2.4,Street-lit,Dry,Asphalt,3,110,Sharp,Flat,Physical,Yes,1,Motorcycle,17.4,No,36,Yes,No,No,No,130,Swerving,Wrong Side,Rear-end,Rear,1,678,Off-peak,16.7,20.4,0,3,3,Severe,High
PK-2024-01527,2024-06-22,07:18,Islamabad,Islamabad,Rural,33.6565,74.14,Rain,598,28.9,13.8,Street-lit,Construction,Asphalt,3,110,Straight,Flat,None,Yes,2,Auto-rickshaw;Truck,6.1,No,46,Yes,Not Applicable,No,No,120,None,Animal Crossing,Fixed-object,Front,2,1798,Off-peak,0.5,6.1,0,0,1,Moderate,Medium
PK-2024-01528,2024-12-24,04:19,Sindh,Hyderabad,Urban,25.8821,67.8607,Cloudy,362,42.7,20.3,Dawn-Dusk,Dry,Asphalt,2,120,Sharp,Downhill,Physical,Yes,3,Car;Auto-rickshaw;Truck,14.8,No,44,Yes,No,No,No,150,None,Mechanical Failure,Fixed-object,Side,1,1109,Peak,4.8,7.5,0,2,2,Moderate,High
PK-2024-01529,2024-11-23,14:01,Islamabad,Islamabad,Highway,33.7772,74.411,Clear,135,40.0,9.2,Daylight,Dry,Gravel,2,100,Straight,Uphill,Painted,Yes,3,Car;Motorcycle;Car,6.0,No,28,Yes,Not Applicable,No,No,110,Swerving,Human Error,Side-swipe,Front,2,783,Off-peak,5.7,7.7,0,0,0,Minor,Low
PK-2024-01530,2024-04-10,01:22,Punjab,Lahore,Urban,29.8663,72.2495,Haze,340,26.9,4.7,Daylight,Dry,Asphalt,4,110,Gentle,Downhill,Painted,No,2,Car;Truck,8.1,No,32,Yes,Yes,No,No,120,Braking,Animal Crossing,Side-swipe,Front,2,283,Off-peak,7.7,19.6,0,0,1,Minor,Low
PK-2024-01531,2024-06-01,19:28,Punjab,Multan,Urban,31.6328,74.0389,Clear,490,43.4,1.6,Dawn-Dusk,Dry,Concrete,1,60,Straight,Uphill,Physical,Yes,2,Bus;Motorcycle,4.2,No,48,No,Yes,No,No,80,Swerving,Human Error,Rear-end,Front,1,1153,Off-peak,17.1,19.1,0,0,2,Minor,Low
PK-2024-01532,2024-02-11,04:38,Islamabad,Islamabad,Residential,33.0909,73.7828,Rain,225,26.9,11.5,Daylight,Dry,Asphalt,2,50,Gentle,Uphill,None,No,3,Car;Bicycle;Car,6.6,Yes,20,Yes,Yes,No,No,65,Braking,Human Error,Rollover,Rear,1,581,Off-peak,0.5,3.9,0,1,1,Moderate,Medium
PK-2024-01533,2024-11-05,14:41,Punjab,Sialkot,Rural,31.8788,72.6013,Haze,915,27.3,6.1,Dawn-Dusk,Flooding,Gravel,6,50,Straight,Flat,Physical,No,2,Truck;Car,12.2,No,43,No,Partial,No,No,65,None,Mobile Phone,Rollover,Front,2,1403,Peak,5.7,8.1,2,2,1,Total,Critical
PK-2024-01534,2024-11-11,10:06,Sindh,Sukkur,Urban,26.3149,67.8711,Clear,344,38.3,1.8,Unlit,Potholed,Dirt,2,80,Straight,Flat,Painted,Yes,2,Motorcycle;Bus,8.1,No,29,Partial,Yes,No,No,90,Braking,Speeding,Side-swipe,Rear,1,1022,Off-peak,7.4,16.9,0,2,3,Moderate,Medium
PK-2024-01535,2024-12-24,05:40,Punjab,Sargodha,Urban,31.7473,74.9037,Heavy Rain,1500,26.8,35.4,Dawn-Dusk,Dry,Asphalt,1,60,Straight,Flat,Painted,Yes,2,Motorcycle;Motorcycle,7.5,No,38,No,No,No,No,90,Braking,Animal Crossing,Head-on,Side,2,952,Peak,11.4,17.0,3,3,1,Total,Critical
PK-2024-01536,2024-11-19,19:54,Islamabad,Islamabad,Highway,32.3636,73.998,Heavy Rain,51,29.2,19.6,Unlit,Wet,Asphalt,2,60,Straight,Flat,Physical,Yes,3,Truck;Motorcycle;Auto-rickshaw,8.6,No,41,No,No,No,Unknown,70,Swerving,Speeding,Rear-end,Front,1,1802,Peak,0.5,3.8,1,3,2,Total,Critical
PK-2024-01537,2024-07-21,16:50,KPK,Peshawar,Rural,32.2332,70.5322,Clear,44,25.3,0.0,Unlit,Dry,Dirt,4,50,Gentle,Downhill,Painted,Yes,3,Motorcycle;Bus;Motorcycle,13.0,No,43,No,No,No,No,65,None,Mechanical Failure,Pedestrian,Rear,1,757,Off-peak,11.5,19.9,0,3,4,Severe,High
PK-2024-01538,2024-07-24,04:46,KPK,Dera Ismail Khan,Rural,34.4549,71.6036,Clear,99,33.9,23.3,Tunnel,Flooding,Asphalt,2,40,Straight,Flat,Physical,No,2,Bus;Motorcycle,4.8,Yes,28,Yes,Not Applicable,No,No,40,Braking,Signal Violation,Pedestrian,Side,1,458,Peak,1.5,4.9,0,0,2,Moderate,Medium
PK-2024-01539,2024-06-24,08:19,Punjab,Gujranwala,Rural,32.1427,72.2876,Fog,119,37.4,18.9,Dawn-Dusk,Dry,Dirt,2,80,Straight,Flat,None,Yes,2,Motorcycle;Bus,2.4,No,35,No,No,No,Unknown,80,Swerving,Human Error,Multi-vehicle pileup,Rear,1,1542,Off-peak,19.3,25.9,1,3,1,Severe,Critical
PK-2024-01540,2024-09-20,09:57,KPK,Peshawar,Rural,33.1018,72.6904,Rain,62,27.5,6.6,Daylight,Flooding,Concrete,2,60,Straight,Flat,Physical,Yes,3,Auto-rickshaw;Car;Car,6.3,No,47,No,Partial,Yes,No,90,None,Weather,Side-swipe,Front,1,1783,Peak,14.2,21.9,2,3,1,Total,Critical
PK-2024-01541,2024-01-21,01:09,Punjab,Rawalpindi,Urban,30.8181,73.3591,Dust Storm,78,29.4,35.6,Street-lit,Wet,Asphalt,2,30,Straight,Downhill,Physical,Yes,3,Car;Auto-rickshaw;Motorcycle,5.0,No,46,Partial,No,No,No,40,Braking,Signal Violation,Rollover,Side,1,1035,Off-peak,17.3,23.8,1,3,1,Total,Critical
PK-2024-01542,2024-09-07,00:05,Balochistan,Gwadar,Urban,29.6697,67.4239,Clear,97,43.2,13.1,Unlit,Potholed,Asphalt,1,110,Sharp,Downhill,Painted,Yes,2,Car;Car,8.2,Yes,38,Yes,Yes,No,No,125,Braking,Signal Violation,Head-on,Front,1,1980,Peak,13.5,19.7,2,3,3,Severe,Critical
PK-2024-01543,2024-10-22,08:24,Punjab,Multan,Residential,30.0245,73.8388,Heavy Rain,280,23.8,8.9,Daylight,Dry,Asphalt,2,60,Straight,Flat,Painted,No,3,Motorcycle;Car;Motorcycle,12.1,No,20,No,Partial,No,No,60,Braking,Signal Violation,Head-on,Side,1,1248,Peak,19.0,32.4,0,1,2,Moderate,Medium
PK-2024-01544,2024-10-13,07:25,Balochistan,Quetta,Highway,29.7347,67.3046,Clear,1500,45.1,1.0,Unlit,Flooding,Asphalt,2,60,Straight,Flat,Physical,Yes,2,Motorcycle;Car,3.6,No,20,Yes,Partial,No,Unknown,55,Swerving,Speeding,Fixed-object,Side,1,1073,Off-peak,5.6,9.7,0,0,3,Moderate,Medium
PK-2024-01545,2024-03-01,10:43,Punjab,Bahawalpur,Urban,30.8177,74.0013,Rain,1104,45.4,6.3,Tunnel,Dry,Concrete,2,80,Gentle,Uphill,Painted,Yes,3,Truck;Bicycle;Motorcycle,4.9,Yes,33,Yes,Yes,No,No,110,Braking,Human Error,Side-swipe,Front,1,1342,Off-peak,68.8,87.4,0,1,2,Moderate,Medium
PK-2024-01546,2024-04-11,22:12,Punjab,Faisalabad,Urban,31.7432,72.7752,Haze,672,41.2,7.4,Dawn-Dusk,Wet,Asphalt,2,60,Gentle,Downhill,Painted,Yes,2,Car;Car,12.3,No,55,No,No,No,No,75,Swerving,Mechanical Failure,Multi-vehicle pileup,Rear,2,1479,Peak,3.7,16.0,0,1,2,Moderate,Medium
PK-2024-01547,2024-07-04,22:27,Islamabad,Islamabad,Rural,32.4266,73.1011,Rain,20,33.1,43.2,Tunnel,Icy,Concrete,2,60,Straight,Flat,Physical,Yes,3,Auto-rickshaw;Car;Auto-rickshaw,18.1,No,42,Partial,No,No,No,65,None,Signal Violation,Rear-end,Roof,2,612,Off-peak,8.4,14.4,0,1,3,Moderate,High
PK-2024-01548,2024-06-25,23:15,Sindh,Larkana,Highway,25.1402,66.9535,Dust Storm,20,30.5,3.7,Daylight,Icy,Gravel,3,50,Sharp,Uphill,Painted,Yes,2,Car;Car,16.4,No,35,No,Not Applicable,Yes,No,45,Braking,Weather,Rear-end,Rear,2,1590,Off-peak,1.7,11.6,0,1,3,Moderate,Medium
PK-2024-01549,2024-01-26,00:53,Punjab,Sargodha,Highway,30.06,74.0528,Cloudy,129,25.9,7.7,Unlit,Wet,Asphalt,6,40,Gentle,Uphill,Painted,Yes,5,Car;Motorcycle;Motorcycle;Motorcycle;Car,19.2,No,20,Yes,No,No,No,40,Braking,Wrong Side,Fixed-object,Front,1,57,Off-peak,2.8,7.2,0,0,2,None,Low
PK-2024-01550,2024-05-20,17:13,KPK,Peshawar,Urban,34.2602,71.5315,Rain,443,25.0,13.6,Unlit,Dry,Concrete,2,50,Straight,Flat,Physical,Yes,3,Auto-rickshaw;Auto-rickshaw;Bicycle,13.3,No,41,Partial,Yes,No,No,90,Braking,Speeding,Side-swipe,Rear,2,197,Off-peak,37.7,49.4,0,2,4,Severe,High
PK-2024-01551,2024-07-06,05:34,Sindh,Nawabshah,Urban,24.4726,67.857,Clear,192,18.5,17.7,Unlit,Wet,Asphalt,1,80,Sharp,Downhill,Physical,No,4,Motorcycle;Auto-rickshaw;Truck;Bicycle,5.6,Yes,29,No,Not Applicable,No,Yes,85,None,Speeding,Side-swipe,Side,2,509,Peak,5.9,12.5,1,2,2,Severe,High
PK-2024-01552,2024-02-20,15:31,Punjab,Rawalpindi,Urban,29.8356,72.9455,Clear,93,19.6,13.5,Tunnel,Dry,Concrete,4,40,Gentle,Downhill,None,Yes,3,Motorcycle;Car;Bus,18.8,No,41,No,No,No,No,40,Swerving,Weather,Pedestrian,Front,1,389,Off-peak,22.7,31.7,0,0,2,None,Low
PK-2024-01553,2024-01-06,23:06,Sindh,Sukkur,Residential,26.0538,68.107,Haze,320,36.6,6.1,Tunnel,Potholed,Asphalt,4,80,Straight,Flat,None,Yes,3,Motorcycle;Truck;Motorcycle,14.4,No,51,No,Yes,No,No,85,Swerving,Speeding,Rollover,Front,3,1570,Off-peak,13.4,23.9,0,2,3,Severe,High
PK-2024-01554,2024-09-03,04:35,Sindh,Sukkur,Rural,25.2676,69.1278,Cloudy,63,45.9,3.8,Street-lit,Dry,Dirt,4,110,Sharp,Flat,None,No,3,Motorcycle;Motorcycle;Motorcycle,9.5,No,40,No,Yes,No,No,120,Swerving,Wrong Side,Fixed-object,Front,1,804,Off-peak,8.0,18.7,0,2,4,Severe,High
PK-2024-01555,2024-09-18,03:22,Sindh,Larkana,Residential,26.2766,67.1527,Cloudy,179,35.1,57.8,Unlit,Muddy,Asphalt,2,40,Straight,Downhill,None,Yes,2,Motorcycle;Truck,7.1,No,52,No,Yes,Yes,No,50,None,Human Error,Side-swipe,Side,3,195,Peak,67.5,89.0,1,2,4,Severe,High
PK-2024-01556,2024-04-28,01:42,Punjab,Multan,Highway,30.9588,72.6735,Clear,30,32.0,9.8,Daylight,Flooding,Concrete,3,80,Straight,Downhill,Painted,Yes,2,Motorcycle;Truck,10.5,No,42,No,No,No,No,85,None,Weather,Fixed-object,Front,2,1686,Off-peak,1.5,3.0,2,3,2,Total,Critical
PK-2024-01557,2024-06-16,17:04,Punjab,Sialkot,Rural,29.9299,73.8743,Clear,405,26.6,6.0,Unlit,Dry,Concrete,6,40,Gentle,Flat,None,Yes,4,Car;Bicycle;Car;Auto-rickshaw,8.3,No,36,No,No,No,No,50,None,Overloading,Multi-vehicle pileup,Front,2,884,Off-peak,5.5,6.6,1,1,3,Severe,High
PK-2024-01558,2024-09-08,16:10,Punjab,Lahore,Highway,32.0099,73.751,Clear,370,21.0,15.5,Unlit,Wet,Asphalt,4,30,Straight,Downhill,Physical,No,4,Car;Bus;Motorcycle;Truck,12.8,No,50,No,Partial,No,No,45,Braking,Mobile Phone,Side-swipe,Rear,1,670,Off-peak,1.9,4.3,0,0,1,Minor,Low
PK-2024-01559,2024-03-15,00:08,Sindh,Karachi,Highway,25.7932,67.7752,Clear,409,26.4,15.4,Dawn-Dusk,Wet,Dirt,6,50,Straight,Downhill,None,Yes,2,Bicycle;Motorcycle,2.5,No,57,No,Yes,No,No,70,Braking,Signal Violation,Fixed-object,Front,1,1427,Off-peak,27.4,38.4,0,1,2,Minor,Medium
PK-2024-01560,2024-11-27,20:35,Punjab,Bahawalpur,Urban,29.7088,73.4319,Heavy Rain,255,34.4,1.2,Unlit,Wet,Asphalt,3,60,Straight,Flat,None,Yes,2,Motorcycle;Auto-rickshaw,8.5,No,25,Yes,Partial,No,No,65,Swerving,Speeding,Rear-end,Side,2,1964,Off-peak,0.5,5.6,0,0,1,Moderate,Medium
PK-2024-01561,2024-11-14,16:07,Punjab,Gujranwala,Highway,31.57,72.4032,Haze,909,32.2,0.6,Street-lit,Muddy,Asphalt,2,40,Straight,Flat,Painted,Yes,2,Motorcycle;Truck,13.5,No,16,Yes,Yes,No,No,35,Swerving,Signal Violation,Side-swipe,Front,2,1060,Off-peak,0.9,5.5,0,0,2,None,Low
PK-2024-01562,2024-06-02,03:23,Punjab,Sialkot,Highway,31.4052,73.9025,Cloudy,597,22.3,29.2,Daylight,Flooding,Concrete,4,50,Straight,Downhill,Painted,Yes,3,Motorcycle;Motorcycle;Car,17.1,No,40,Yes,Not Applicable,Yes,No,55,Braking,Signal Violation,Rollover,Side,3,1968,Off-peak,3.5,9.0,0,1,4,Moderate,High
PK-2024-01563,2024-03-11,02:43,Punjab,Multan,Highway,29.6078,72.8537,Haze,86,50.0,4.5,Unlit,Dry,Asphalt,6,40,Hairpin,Uphill,Painted,No,3,Truck;Auto-rickshaw;Car,14.2,No,29,No,Yes,No,No,60,None,Human Error,Rollover,Rear,1,1471,Off-peak,38.0,54.9,3,2,1,Severe,Critical
PK-2024-01564,2024-03-17,08:44,KPK,Abbottabad,Highway,32.0593,71.9348,Rain,124,26.3,1.7,Tunnel,Construction,Asphalt,2,50,Sharp,Uphill,None,No,3,Motorcycle;Car;Bicycle,11.5,No,27,No,Not Applicable,No,No,45,None,Mobile Phone,Rear-end,Front,1,668,Off-peak,5.7,9.4,0,0,3,Moderate,Medium
PK-2024-01565,2024-02-02,12:46,Punjab,Multan,Rural,30.9566,73.8907,Clear,260,41.8,1.0,Tunnel,Icy,Asphalt,2,50,Sharp,Downhill,None,No,4,Car;Car;Motorcycle;Motorcycle,4.9,Yes,16,No,Not Applicable,No,No,50,None,Signal Violation,Rear-end,Side,3,226,Peak,2.9,11.5,1,2,3,Moderate,High
PK-2024-01566,2024-08-03,11:20,Balochistan,Khuzdar,Residential,30.1864,66.3995,Haze,341,34.1,6.3,Street-lit,Wet,Asphalt,3,30,Sharp,Downhill,Physical,Yes,3,Motorcycle;Car;Bus,18.5,No,31,No,Not Applicable,Yes,No,45,None,Wrong Side,Multi-vehicle pileup,Side,1,1967,Peak,27.5,40.5,0,0,3,Moderate,Medium
PK-2024-01567,2024-10-21,07:13,KPK,Mardan,Urban,32.6979,71.2978,Rain,190,22.0,4.2,Daylight,Flooding,Asphalt,2,50,Sharp,Flat,None,Yes,3,Motorcycle;Car;Car,13.8,No,36,No,No,No,No,50,Braking,Overloading,Rear-end,Side,1,928,Off-peak,0.5,5.8,1,3,4,Severe,High
PK-2024-01568,2024-11-06,17:24,Punjab,Bahawalpur,Highway,31.4551,72.5038,Fog,1086,34.5,9.6,Unlit,Dry,Gravel,2,50,Straight,Flat,None,Yes,2,Car;Truck,3.7,No,49,Partial,Not Applicable,No,No,55,None,Mobile Phone,Head-on,Side,1,677,Off-peak,12.5,21.4,0,0,1,Moderate,Medium
PK-2024-01569,2024-07-28,00:27,Punjab,Rawalpindi,Residential,31.0744,74.9812,Cloudy,20,34.2,34.4,Unlit,Dry,Concrete,2,110,Straight,Flat,Physical,Yes,3,Motorcycle;Motorcycle;Motorcycle,14.3,No,61,Yes,No,No,No,130,None,Mechanical Failure,Head-on,Roof,1,567,Off-peak,1.2,13.7,1,3,3,Total,Critical
PK-2024-01570,2024-10-14,21:29,Punjab,Sialkot,Urban,30.2963,73.3206,Rain,278,46.5,7.0,Dawn-Dusk,Construction,Gravel,2,60,Straight,Downhill,None,Yes,3,Car;Bus;Motorcycle,19.4,No,44,Yes,Partial,Yes,No,70,None,Speeding,Fixed-object,Roof,1,285,Peak,7.2,11.7,0,1,2,Minor,Medium
PK-2024-01571,2024-07-18,06:12,Sindh,Hyderabad,Rural,25.5901,68.8064,Rain,66,33.4,13.0,Dawn-Dusk,Potholed,Asphalt,2,30,Straight,Uphill,None,No,2,Truck;Motorcycle,7.3,No,41,Yes,Yes,No,No,35,None,Human Error,Rear-end,Rear,1,1483,Off-peak,4.8,9.2,0,0,0,None,Low
PK-2024-01572,2024-02-15,01:43,Punjab,Multan,Urban,31.8052,73.4361,Cloudy,414,18.5,15.4,Daylight,Flooding,Asphalt,2,100,Gentle,Downhill,Physical,Yes,4,Car;Motorcycle;Car;Motorcycle,3.0,No,26,Yes,Yes,No,No,115,None,Mechanical Failure,Rear-end,Side,1,862,Off-peak,16.0,20.8,1,2,3,Severe,High
PK-2024-01573,2024-06-17,14:38,Punjab,Sargodha,Urban,31.322,74.4726,Clear,1500,40.8,15.0,Dawn-Dusk,Wet,Gravel,2,110,Straight,Downhill,Painted,Yes,1,Motorcycle,17.2,No,23,Partial,Yes,No,No,140,Swerving,Drunk Driving,Side-swipe,Side,3,639,Peak,5.1,7.5,0,1,2,Moderate,Medium
PK-2024-01574,2024-09-03,08:20,Punjab,Sialkot,Urban,30.5875,74.7166,Rain,1104,37.5,4.7,Daylight,Wet,Asphalt,2,120,Sharp,Uphill,Painted,No,1,Car,2.0,No,57,Yes,No,No,No,120,Braking,Speeding,Pedestrian,Side,1,1671,Off-peak,18.0,31.4,0,1,3,Moderate,High
PK-2024-01575,2024-09-18,14:03,Punjab,Gujranwala,Residential,29.8423,74.1827,Fog,965,29.0,9.2,Dawn-Dusk,Potholed,Asphalt,2,60,Straight,Downhill,Physical,Yes,3,Bicycle;Motorcycle;Motorcycle,15.9,Yes,50,Yes,Yes,No,No,70,None,Signal Violation,Rear-end,Front,2,164,Off-peak,8.1,15.8,0,1,2,Moderate,High
PK-2024-01576,2024-02-25,09:30,Punjab,Sargodha,Residential,32.3823,72.4466,Cloudy,401,27.9,7.7,Daylight,Dry,Asphalt,2,80,Gentle,Flat,None,No,2,Car;Bus,13.0,No,33,Yes,Not Applicable,No,No,80,Swerving,Weather,Rollover,Front,2,1957,Off-peak,2.1,3.0,0,0,2,Minor,Low
PK-2024-01577,2024-08-25,08:09,Punjab,Faisalabad,Urban,29.7439,72.2923,Fog,454,25.4,25.0,Street-lit,Dry,Gravel,2,100,Gentle,Uphill,Painted,Yes,2,Bicycle;Bicycle,7.7,No,34,No,Yes,No,No,90,Swerving,Signal Violation,Rear-end,Side,1,757,Off-peak,5.9,12.0,0,3,3,Moderate,High
PK-2024-01578,2024-04-18,01:59,Punjab,Gujranwala,Highway,31.9337,73.529,Rain,668,35.7,1.0,Daylight,Muddy,Asphalt,4,50,Gentle,Flat,Painted,Yes,3,Motorcycle;Car;Truck,13.0,No,29,No,Yes,Yes,No,55,Braking,Human Error,Side-swipe,Front,1,613,Peak,27.9,42.7,0,0,0,None,Low
PK-2024-01579,2024-05-26,05:23,Balochistan,Gwadar,Rural,29.0469,67.3527,Clear,432,28.4,0.1,Street-lit,Wet,Asphalt,4,60,Straight,Uphill,Painted,No,2,Truck;Motorcycle,13.3,Yes,44,No,Yes,No,No,60,None,Animal Crossing,Head-on,Front,1,723,Off-peak,26.7,35.3,0,2,2,Moderate,Medium
PK-2024-01580,2024-04-24,17:32,Balochistan,Gwadar,Highway,29.775,65.5744,Dust Storm,640,24.7,0.8,Street-lit,Flooding,Gravel,2,30,Straight,Uphill,Painted,Yes,2,Car;Car,11.3,Yes,44,No,Not Applicable,No,No,45,Swerving,Human Error,Rear-end,Roof,2,1217,Off-peak,4.7,9.0,0,2,2,Minor,Medium
PK-2024-01581,2024-06-05,22:14,Punjab,Lahore,Residential,30.6733,72.7597,Clear,588,34.8,33.6,Daylight,Dry,Asphalt,3,60,Gentle,Downhill,Physical,Yes,2,Motorcycle;Truck,6.2,No,30,Yes,Partial,No,No,60,Braking,Mechanical Failure,Rear-end,Rear,2,1746,Off-peak,9.0,14.1,0,0,2,Minor,Low
PK-2024-01582,2024-04-13,23:48,Balochistan,Quetta,Rural,27.6849,65.8965,Rain,895,37.4,21.0,Street-lit,Muddy,Gravel,3,110,Sharp,Uphill,Physical,Yes,3,Bus;Motorcycle;Car,15.4,No,32,Yes,Not Applicable,Yes,No,115,None,Signal Violation,Rollover,Front,1,862,Peak,7.7,13.7,1,4,1,Severe,Critical
PK-2024-01583,2024-02-13,00:55,Punjab,Gujranwala,Highway,30.69,73.6881,Clear,84,39.2,0.8,Daylight,Wet,Asphalt,2,50,Straight,Downhill,None,Yes,2,Motorcycle;Car,10.3,No,28,No,Yes,No,No,45,Braking,Animal Crossing,Multi-vehicle pileup,Side,2,1158,Peak,3.7,6.9,0,0,1,Minor,Low
PK-2024-01584,2024-09-04,21:29,KPK,Mardan,Urban,32.9626,71.593,Clear,260,27.8,9.2,Daylight,Construction,Concrete,4,30,Gentle,Flat,None,No,1,Car,7.2,No,50,Partial,No,Yes,No,30,Braking,Signal Violation,Head-on,Front,1,1827,Off-peak,22.5,30.5,0,0,1,Minor,Low
PK-2024-01585,2024-10-20,04:05,Punjab,Gujranwala,Urban,31.1943,74.01,Clear,393,23.8,1.5,Tunnel,Potholed,Concrete,4,50,Straight,Uphill,Physical,Yes,3,Car;Auto-rickshaw;Car,7.4,No,17,Yes,No,No,No,70,None,Wrong Side,Head-on,Front,1,558,Peak,2.8,12.9,0,2,2,Severe,High
PK-2024-01586,2024-02-23,05:52,Punjab,Sialkot,Rural,30.1445,73.788,Cloudy,429,33.1,0.2,Tunnel,Wet,Asphalt,2,60,Gentle,Downhill,None,Yes,4,Bicycle;Motorcycle;Motorcycle;Truck,6.2,No,16,Yes,Not Applicable,No,No,70,None,Human Error,Multi-vehicle pileup,Front,3,1143,Peak,12.8,18.9,0,2,4,Severe,High
PK-2024-01587,2024-08-28,11:16,KPK,Peshawar,Rural,32.416,71.824,Cloudy,26,16.0,4.2,Daylight,Wet,Gravel,2,40,Straight,Downhill,Painted,Yes,2,Motorcycle;Motorcycle,17.1,No,23,Yes,No,No,No,60,Swerving,Animal Crossing,Fixed-object,Front,2,323,Peak,3.6,9.8,0,0,1,Minor,Low
PK-2024-01588,2024-04-10,07:05,Punjab,Gujranwala,Highway,30.2098,73.3121,Heavy Rain,170,28.7,8.2,Unlit,Potholed,Dirt,4,60,Straight,Uphill,Physical,Yes,3,Motorcycle;Bus;Car,3.2,No,23,Yes,Yes,No,Yes,60,Swerving,Human Error,Rear-end,Roof,1,1298,Off-peak,5.2,11.5,0,0,1,Moderate,Medium
PK-2024-01589,2024-02-01,14:31,Punjab,Gujranwala,Urban,32.212,72.8139,Fog,148,34.0,5.1,Street-lit,Dry,Asphalt,2,50,Gentle,Flat,Painted,No,1,Truck,6.5,No,20,No,Not Applicable,No,No,60,Braking,Speeding,Multi-vehicle pileup,Roof,2,88,Peak,4.2,11.7,0,2,2,Moderate,High
PK-2024-01590,2024-08-27,00:44,Sindh,Larkana,Residential,24.1177,66.5845,Clear,494,11.0,7.9,Unlit,Wet,Asphalt,4,60,Sharp,Uphill,None,Yes,2,Auto-rickshaw;Bus,12.2,No,23,No,Yes,No,No,70,Braking,Animal Crossing,Fixed-object,Rear,2,404,Off-peak,5.2,9.8,0,0,0,None,Low
PK-2024-01591,2024-07-03,16:04,Punjab,Rawalpindi,Urban,29.7241,72.0724,Clear,294,38.5,10.4,Street-lit,Icy,Dirt,6,50,Gentle,Downhill,Physical,No,2,Motorcycle;Car,7.9,No,37,Partial,Not Applicable,No,No,60,None,Human Error,Pedestrian,Front,2,488,Off-peak,12.5,17.9,0,0,0,None,Low
PK-2024-01592,2024-03-16,11:00,Balochistan,Turbat,Rural,28.4941,67.2286,Clear,256,40.1,6.2,Unlit,Dry,Asphalt,2,80,Sharp,Flat,Painted,Yes,2,Car;Car,16.7,No,37,No,Yes,Yes,Unknown,75,None,Mobile Phone,Pedestrian,Side,1,363,Peak,10.9,16.7,0,1,1,Moderate,Medium
PK-2024-01593,2024-11-02,19:51,Balochistan,Turbat,Residential,29.0451,67.67,Haze,59,27.6,3.8,Unlit,Construction,Asphalt,2,40,Sharp,Uphill,None,Yes,4,Bus;Truck;Car;Motorcycle,19.5,No,58,Partial,Yes,No,No,45,None,Mobile Phone,Rear-end,Front,1,911,Off-peak,3.2,6.5,0,2,2,Moderate,Medium
PK-2024-01594,2024-04-05,09:36,KPK,Dera Ismail Khan,Highway,33.0724,70.2759,Cloudy,480,39.5,13.1,Street-lit,Construction,Gravel,1,50,Straight,Flat,Physical,Yes,2,Motorcycle;Bicycle,17.4,No,37,Yes,Not Applicable,No,No,65,Swerving,Weather,Multi-vehicle pileup,Front,2,1665,Peak,3.9,12.9,0,0,2,Moderate,Medium
PK-2024-01595,2024-11-12,02:22,Balochistan,Quetta,Highway,27.5883,66.052,Clear,111,32.7,3.7,Tunnel,Potholed,Concrete,4,60,Straight,Flat,None,Yes,3,Bus;Car;Bus,17.5,No,26,No,Partial,No,Unknown,50,None,Wrong Side,Rollover,Front,1,1252,Peak,5.4,10.9,0,2,4,Severe,High
PK-2024-01596,2024-08-05,08:00,Punjab,Sargodha,Urban,29.871,74.0891,Rain,496,29.7,2.7,Unlit,Dry,Asphalt,6,30,Sharp,Downhill,Painted,Yes,2,Car;Motorcycle,18.6,No,37,Yes,Yes,No,No,50,Braking,Signal Violation,Rollover,Front,2,623,Peak,3.1,10.3,0,1,2,Minor,Medium
PK-2024-01597,2024-11-08,08:20,Islamabad,Islamabad,Highway,32.7288,73.566,Rain,145,30.4,27.6,Unlit,Icy,Dirt,2,100,Straight,Flat,Physical,No,2,Motorcycle;Bus,9.6,No,35,No,Yes,No,No,120,None,Mobile Phone,Fixed-object,Side,1,979,Peak,0.5,5.1,3,3,2,Total,Critical
PK-2024-01598,2024-07-07,12:39,Punjab,Rawalpindi,Rural,29.8192,73.8558,Rain,710,34.8,15.7,Tunnel,Potholed,Asphalt,6,80,Sharp,Uphill,None,Yes,3,Truck;Motorcycle;Motorcycle,4.1,No,32,Partial,No,No,No,100,Braking,Signal Violation,Rear-end,Roof,1,1320,Peak,0.5,9.5,0,2,4,Severe,High
